"","biasType","MEAN_tauTrue_t","MEAN_tauEst_t_intOut","MEAN_tauEst_noTrim_t_intOut","MEAN_EY1_true","MEAN_EY1_est","MEAN_EY1_est_wt_noTrim","MEAN_EY1_est_wt_hajek","MEAN_EY1_est_wt_uniformDenom","MEAN_EY1_est_wt_uniformDenom_noTrim","MEAN_EY1_est_lm","MEAN_optimalScaler","MEAN_EY1_est_lm_est","MEAN_logMinProbSupported","MEAN_logMaxRatioSupported_0","MEAN_logMaxRatioSupported_1","MEAN_nWords","MEAN_tauEst_t_lm","MEAN_tauEst_x_weight_noTrim","MEAN_meanLDACor","MEAN_discrepancy","MEAN_discrepancy_target","MEAN_theta1_1","MEAN_EY1_est_wt","MEAN_EY1_est_hajek","VAR_tauTrue_t","VAR_tauEst_t_intOut","VAR_tauEst_noTrim_t_intOut","VAR_EY1_true","VAR_EY1_est","VAR_EY1_est_wt_noTrim","VAR_EY1_est_wt_hajek","VAR_EY1_est_wt_uniformDenom","VAR_EY1_est_wt_uniformDenom_noTrim","VAR_EY1_est_lm","VAR_optimalScaler","VAR_EY1_est_lm_est","VAR_logMinProbSupported","VAR_logMaxRatioSupported_0","VAR_logMaxRatioSupported_1","VAR_nWords","VAR_tauEst_t_lm","VAR_tauEst_x_weight_noTrim","VAR_meanLDACor","VAR_discrepancy","VAR_discrepancy_target","VAR_theta1_1","VAR_EY1_est_wt","VAR_EY1_est_hajek"
"1","HighBias","0","0","0","0.479783591581463","NaN","0.403480583425232","0.433329882451684","0.310145073626246","0.55838650353398","0.471252937931581","-0.00157916326426033","0.430847950014234","-28.1798840262405","4.44422244067982","4.44422244067982","10","0","NaN","0.629441609251049","NaN","NaN","0.333333333333333","0.397613827492352","0.397613827492352","0","0","0","0",NA,"0.000404661479303269","0.000325414827996422","0.00303383867675948","0.00714138894506401","0.020175842337419","0","0.000873574795029771","0","0","0","0","0",NA,"0.00564928850665975",NA,NA,"0","0.000101360619276542","0.000101360619276542"
