"","biasType","MEAN_tauTrue_t","MEAN_tauEst_t_intOut","MEAN_tauEst_noTrim_t_intOut","MEAN_EY1_true","MEAN_EY1_est","MEAN_EY1_est_wt_noTrim","MEAN_EY1_est_wt_hajek","MEAN_EY1_est_wt_uniformDenom","MEAN_EY1_est_wt_uniformDenom_noTrim","MEAN_EY1_est_lm","MEAN_optimalScaler","MEAN_EY1_est_lm_est","MEAN_logMinProbSupported","MEAN_logMaxRatioSupported_0","MEAN_logMaxRatioSupported_1","MEAN_nWords","MEAN_tauEst_t_lm","MEAN_tauEst_x_weight_noTrim","MEAN_meanLDACor","MEAN_discrepancy","MEAN_discrepancy_target","MEAN_theta1_1","MEAN_EY1_est_wt","MEAN_EY1_est_hajek","VAR_tauTrue_t","VAR_tauEst_t_intOut","VAR_tauEst_noTrim_t_intOut","VAR_EY1_true","VAR_EY1_est","VAR_EY1_est_wt_noTrim","VAR_EY1_est_wt_hajek","VAR_EY1_est_wt_uniformDenom","VAR_EY1_est_wt_uniformDenom_noTrim","VAR_EY1_est_lm","VAR_optimalScaler","VAR_EY1_est_lm_est","VAR_logMinProbSupported","VAR_logMaxRatioSupported_0","VAR_logMaxRatioSupported_1","VAR_nWords","VAR_tauEst_t_lm","VAR_tauEst_x_weight_noTrim","VAR_meanLDACor","VAR_discrepancy","VAR_discrepancy_target","VAR_theta1_1","VAR_EY1_est_wt","VAR_EY1_est_hajek"
"1","NoBias","0","0","0","1.12377958439054","NaN","0.544015929814552","1.11419196328644","0.48928259813058","1.10289720774791","1.11077521401006","-0.0564131227695356","1.11413033916631","-7834.76048061124","863.684236720522","863.684236720522","1000","0","NaN","0.218518873151022","NaN","NaN","0.333333333333333","0.514009179732872","0.514009179732872","0","0","0","0",NA,"0.000581230444945134","0.000238950682303913","0.0135008418247542","0.00703170181678613","0.0284589568557053","0","0.000217874041138407","0","0","0","0","0",NA,"0.000370767834258973",NA,NA,"0","0.000171610496988206","0.000171610496988206"
